City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,strezhevoy,60.7333,77.5889,16.65,87,41,13.73,RU,1678633458
369,sabha,27.0377,14.4283,83.53,13,0,9.57,LY,1678633458
370,bambous virieux,-20.3428,57.7575,78.22,73,97,10.76,MU,1678633459
371,laguna de duero,41.5815,-4.7233,72.95,55,0,5.75,ES,1678633210
372,nabire,-3.3667,135.4833,75.47,96,100,1.05,ID,1678633459
373,whitefish,48.4111,-114.3376,20.95,93,100,0.0,US,1678633459
374,qena,26.1615,32.7183,83.57,15,0,15.12,EG,1678633459
375,kristiinankaupunki,62.2743,21.376,26.1,80,10,8.32,FI,1678633459
376,sao joao da barra,-21.6403,-41.0511,86.09,76,99,7.54,BR,1678633450
377,broken hill,-31.95,141.4333,63.43,40,0,10.25,AU,1678633459
378,mogadishu,2.0371,45.3438,81.0,84,40,19.46,SO,1678633459
379,boyolangu,-8.1181,111.8935,75.47,89,84,2.59,ID,1678633459
380,baturaja,-4.1333,104.1667,73.56,98,100,1.52,ID,1678633460
381,san,13.3034,-4.8956,102.87,16,100,12.75,ML,1678633460
382,latung,5.5,120.8833,80.73,77,75,16.8,PH,1678633460
383,qaqortoq,60.7167,-46.0333,26.47,64,47,6.22,GL,1678633460
384,chumikan,54.7183,135.315,1.15,99,91,1.79,RU,1678633182
385,omboue,-1.5746,9.2618,79.84,80,100,7.2,GA,1678633460
386,berlevag,70.8578,29.0864,13.95,62,1,9.22,NO,1678633460
387,kodiak,57.79,-152.4072,26.11,59,0,4.61,US,1678633460
388,den chai,17.9837,100.0522,85.05,59,92,2.64,TH,1678633460
389,dargaville,-35.9333,173.8833,59.38,89,100,4.99,NZ,1678633461
390,bukama,-9.2,25.85,77.65,87,96,1.3,CD,1678633461
391,inuvik,68.3499,-133.7218,-7.51,88,88,4.25,CA,1678633461
392,moron,-34.6534,-58.6198,94.95,51,13,8.16,AR,1678633461
393,moose factory,51.2585,-80.6094,6.78,85,75,5.75,CA,1678633461
394,homer,59.6425,-151.5483,27.81,64,0,8.99,US,1678633461
395,valkeala,60.9401,26.7979,28.65,59,77,11.5,FI,1678633461
396,azare,11.6765,10.1948,94.84,6,80,12.66,NG,1678633461
397,honiara,-9.4333,159.95,77.56,89,75,2.82,SB,1678633309
398,deputatskiy,69.3,139.9,-8.66,93,100,2.77,RU,1678633461
399,black river,18.0264,-77.8487,81.3,51,3,4.79,JM,1678633461
400,flin flon,54.7682,-101.865,4.93,100,100,1.59,CA,1678633462
401,kupang,-10.1667,123.5833,77.07,84,1,4.81,ID,1678633462
402,zhigansk,66.7697,123.3711,-15.43,100,84,10.63,RU,1678633430
403,pudozh,61.8099,36.5345,27.28,97,100,8.77,RU,1678633462
404,mount rainier,38.9415,-76.965,40.23,71,0,5.75,US,1678633462
405,puerto suarez,-18.95,-57.8,84.76,74,75,5.75,BO,1678633462
406,manta,-0.95,-80.7333,80.02,75,100,2.51,EC,1678633214
407,talnakh,69.4865,88.3972,8.19,97,100,2.82,RU,1678633462
408,corner brook,48.9667,-57.9484,32.27,96,28,3.87,CA,1678633462
409,monticello,45.3055,-93.7941,28.44,92,100,8.3,US,1678633435
410,oistins,13.0667,-59.5333,84.29,70,40,17.27,BB,1678633462
411,batagay,67.6333,134.6333,-1.68,99,100,1.25,RU,1678633462
412,yinchuan,38.4681,106.2731,41.95,15,0,6.15,CN,1678633360
413,sumoto,34.35,134.9,62.64,76,67,7.0,JP,1678633267
414,yulara,-25.2406,130.9889,76.41,28,0,12.75,AU,1678633463
415,klaksvik,62.2266,-6.589,31.12,90,100,26.71,FO,1678633463
416,paredon,16.0333,-93.8667,82.27,66,3,8.39,MX,1678633463
417,sandur,15.1,76.55,80.53,26,0,5.1,IN,1678633244
418,sinnamary,5.3833,-52.95,82.26,67,73,11.18,GF,1678633463
419,zeya,53.75,127.2667,-6.07,100,49,4.21,RU,1678633463
420,thinadhoo,0.5333,72.9333,82.18,77,39,12.35,MV,1678633463
421,hashimoto,34.3167,135.6167,61.68,76,98,10.6,JP,1678633463
422,lazaro cardenas,17.9583,-102.2,76.03,66,30,1.57,MX,1678633463
423,praia da vitoria,38.7333,-27.0667,63.75,77,0,31.85,PT,1678633463
424,kihei,20.785,-156.4656,75.85,72,0,14.97,US,1678633464
425,trincomalee,8.5711,81.2335,80.74,80,6,14.34,LK,1678633464
426,codajas,-3.8367,-62.0569,78.3,93,100,3.13,BR,1678633464
427,chengde,40.9725,117.9361,30.83,30,67,2.3,CN,1678633464
428,shenkursk,62.1091,42.896,35.33,100,100,12.71,RU,1678633464
429,bairnsdale,-37.8333,147.6167,60.06,90,39,1.07,AU,1678633464
430,shizunai,42.3339,142.3669,40.1,87,88,18.59,JP,1678633428
431,reftinskiy,57.0901,61.6769,23.29,88,49,9.98,RU,1678633464
432,sorland,67.667,12.6934,33.66,64,75,6.91,NO,1678633464
433,xichang,27.8964,102.2634,46.65,82,100,6.64,CN,1678633258
434,anuradhapura,8.3565,80.4173,74.84,88,14,7.09,LK,1678633464
435,saint george,37.1041,-113.5841,45.95,92,0,0.0,US,1678633265
436,atambua,-9.1061,124.8925,72.18,89,31,3.51,ID,1678633465
437,omagari,39.45,140.4833,43.86,89,54,7.0,JP,1678633465
438,praia,14.9215,-23.5087,84.74,37,20,24.16,CV,1678633395
439,borogontsy,62.6683,131.1683,2.21,98,99,3.29,RU,1678633465
440,lang son,21.8333,106.7333,60.37,68,100,11.9,VN,1678633465
441,muisne,0.6,-80.0333,80.13,73,98,1.39,EC,1678633465
442,puerto baquerizo moreno,-0.9,-89.6,81.59,78,20,3.44,EC,1678633465
443,pangoa,-12.1167,-73.0,71.69,98,100,1.23,PE,1678633465
444,turukhansk,65.8167,87.9833,6.94,92,100,17.78,RU,1678633465
445,itoman,26.1247,127.6694,66.97,88,100,16.11,JP,1678633465
446,krasnoselkup,65.7,82.4667,8.4,88,100,24.49,RU,1678633466
447,nadapuram,11.7,75.6667,77.13,81,0,2.91,IN,1678633466
448,natal,-5.795,-35.2094,88.45,66,40,12.66,BR,1678633466
449,ihosy,-22.4,46.1167,71.15,83,27,6.85,MG,1678633466
450,plouzane,48.3833,-4.6167,53.78,100,100,19.57,FR,1678633204
451,lyndon,38.2567,-85.6016,37.33,86,100,8.05,US,1678633466
452,manokwari,-0.8667,134.0833,78.55,82,95,2.42,ID,1678633466
453,kita,13.0349,-9.4895,106.75,5,0,3.49,ML,1678633466
454,havoysund,70.9963,24.6622,23.23,78,44,8.01,NO,1678633371
455,katobu,-4.9408,122.5276,75.33,91,82,2.51,ID,1678633466
456,taoudenni,22.6783,-3.9836,98.87,5,69,15.61,ML,1678633466
457,otradnoye,59.7775,30.8181,23.09,86,100,12.53,RU,1678633328
458,ulladulla,-35.35,150.4667,65.77,84,92,11.01,AU,1678633467
459,mondlo,-27.983,30.7177,61.5,94,98,7.96,ZA,1678633467
460,prince rupert,54.3161,-130.3201,33.89,64,100,8.05,CA,1678633467
461,gizo,-8.103,156.8419,81.28,80,97,8.37,SB,1678633467
462,tabou,4.423,-7.3528,84.29,67,95,4.61,CI,1678633467
463,brazzaville,-4.2658,15.2832,85.33,64,100,2.06,CG,1678633436
464,prince george,53.9166,-122.753,15.24,79,100,10.36,CA,1678633192
465,male,4.1748,73.5089,84.15,79,75,16.11,MV,1678633449
466,abu kamal,34.4506,40.9171,74.07,19,69,14.67,SY,1678633467
467,caninde,-4.3589,-39.3117,92.01,43,100,7.23,BR,1678633467
468,ngunguru,-35.6167,174.5,60.87,84,100,5.64,NZ,1678633467
469,crateus,-5.1783,-40.6775,92.08,41,98,6.29,BR,1678633467
470,russell,32.3502,-85.1999,69.08,94,20,3.44,US,1678633468
471,aleksandrovsk-sakhalinskiy,50.8975,142.1561,29.35,95,100,4.59,RU,1678633296
472,namibe,-15.1961,12.1522,78.73,72,95,14.2,AO,1678633468
473,fredericksburg,38.3032,-77.4605,39.74,70,40,3.0,US,1678633468
474,tahoua,14.8888,5.2692,96.76,6,100,15.48,NE,1678633468
475,sulmona,42.0479,13.9291,62.04,84,84,4.94,IT,1678633366
476,kisesa,-3.0833,34.15,67.03,89,87,5.41,TZ,1678633468
477,okha,53.5739,142.9478,26.28,96,100,9.57,RU,1678633468
478,ambon,-3.6954,128.1814,75.34,94,40,10.36,ID,1678633468
479,srandakan,-7.9386,110.2506,78.96,78,97,2.24,ID,1678633320
480,byron bay,-28.65,153.6167,72.72,91,91,10.02,AU,1678633468
481,faanui,-16.4833,-151.75,81.37,78,100,12.03,PF,1678633469
482,novo aripuana,-5.1206,-60.3797,75.2,96,100,2.82,BR,1678633469
483,pula,44.8683,13.8481,55.96,47,0,6.91,HR,1678633469
484,mehamn,71.0357,27.8492,13.91,79,4,11.5,NO,1678633469
485,sorkjosen,69.8,20.9333,26.6,63,20,12.66,NO,1678633469
486,bacungan,9.9106,118.7022,77.05,78,20,9.22,PH,1678633469
487,siocon,7.7061,122.1353,77.38,84,72,8.48,PH,1678633469
488,koratla,18.8167,78.7167,83.71,23,0,5.3,IN,1678633469
489,yuryevets,57.3201,43.1041,37.15,99,100,23.6,RU,1678633469
490,tifton,31.4505,-83.5085,72.28,78,75,13.8,US,1678633469
491,acarau,-2.8856,-40.12,84.15,69,99,13.15,BR,1678633470
492,trapani,37.8333,12.6667,64.27,75,0,14.52,IT,1678633470
493,svetlyy,54.675,20.1347,33.96,61,20,17.13,RU,1678633470
494,dakar,14.6937,-17.4441,101.28,70,0,13.22,SN,1678633355
495,ishigaki,24.3448,124.1572,68.63,79,38,32.99,JP,1678633470
496,bull savanna,17.8868,-77.5902,78.17,49,1,4.68,JM,1678633470
497,garden city,42.3256,-83.331,30.88,85,100,8.05,US,1678633470
498,olafsvik,64.8945,-23.7142,22.89,59,100,23.04,IS,1678633470
499,wenling,28.3669,121.36,48.45,67,94,18.75,CN,1678633265
500,gat,31.61,34.7642,76.41,37,32,5.93,IL,1678633470
501,nacala,-14.5428,40.6728,81.72,89,40,11.5,MZ,1678633471
502,chifeng,42.2683,118.9636,23.92,17,75,4.81,CN,1678633471
503,kolondieba,11.0882,-6.8926,104.2,14,81,3.15,ML,1678633471
504,punta cardon,11.6581,-70.215,80.17,74,99,13.8,VE,1678633471
505,chilmari,25.5559,89.6715,80.22,26,0,2.48,BD,1678633471
506,boguchany,58.3814,97.4531,28.62,81,100,17.22,RU,1678633471
507,lima,-12.0432,-77.0282,77.11,69,97,5.79,PE,1678633318
508,talcahuano,-36.7167,-73.1167,64.08,77,100,6.91,CL,1678633471
509,ippy,6.2679,21.2247,97.45,21,90,6.46,CF,1678633471
510,oksovskiy,62.6062,39.8984,33.28,99,100,8.28,RU,1678633471
511,elizabeth city,36.2946,-76.2511,46.42,75,0,0.0,US,1678633471
512,doha,25.2867,51.5333,80.91,44,0,12.66,QA,1678633427
513,karratha,-20.7377,116.8463,85.19,59,0,8.84,AU,1678633472
514,nguru,12.8791,10.4526,95.61,6,95,13.24,NG,1678633472
515,leshukonskoye,64.8989,45.7622,28.92,96,100,11.07,RU,1678633472
516,atikokan,48.7555,-91.6216,14.9,91,100,10.87,CA,1678633472
517,coquimbo,-29.9533,-71.3436,69.53,73,0,10.36,CL,1678633472
518,cairns,-16.9167,145.7667,80.06,96,75,0.0,AU,1678633215
519,bindki,26.0333,80.6,76.33,21,0,4.5,IN,1678633472
520,daru,-9.0763,143.2092,79.9,79,79,4.32,PG,1678633472
521,tra vinh,9.9347,106.3453,75.4,80,36,11.81,VN,1678633472
522,dzhida,50.6772,106.1806,10.47,95,100,2.86,RU,1678633472
523,kitui,-1.367,38.0106,82.56,35,75,14.85,KE,1678633473
524,havelock,34.8791,-76.9013,47.93,82,100,1.01,US,1678633222
525,los llanos de aridane,28.6585,-17.9182,69.55,68,20,9.22,ES,1678633204
526,jimo,36.3897,120.4622,35.64,15,0,5.68,CN,1678633232
527,bata,1.8639,9.7658,83.71,73,86,12.24,GQ,1678633473
528,emirdag,39.0197,31.15,43.03,92,100,5.19,TR,1678633473
529,pinega,64.7001,43.3936,30.52,97,100,9.89,RU,1678633473
530,coihaique,-45.5752,-72.0662,55.35,50,75,8.05,CL,1678633473
531,khunti,23.0833,85.2833,77.11,19,0,0.34,IN,1678633473
532,butembo,0.15,29.2833,62.6,93,100,0.94,CD,1678633473
533,ondjiva,-17.0667,15.7333,74.03,72,93,11.48,AO,1678633473
